"class","obj_ID","alpha","delta","u","g","r","i","z","run_ID","rerun_ID","cam_col","field_ID","spec_obj_ID","redshift","plate","MJD","fiber_ID"
"GALAXY",1.23767e+18,220.0376491,24.90918629,23.3889,22.51713,20.76352,19.78654,19.22049,4649,301,3,235,6.7803e+18,0.5109907,6022,56076,463
"GALAXY",1.23766e+18,357.4691998,-0.876236398,22.27486,21.99471,21.52861,21.11211,21.51343,2662,301,1,265,9.87196e+18,0.8740713,8768,57336,249
"GALAXY",1.23766e+18,205.9841712,47.5519225,24.86844,21.96435,20.41179,19.60837,19.15333,2964,301,2,415,7.59885e+18,0.4704474,6749,56370,543
"GALAXY",1.23766e+18,333.6195801,0.869614655,19.93959,18.92177,18.63396,18.39093,18.4224,4192,301,6,180,1.1643e+18,0.05160014,1034,52813,442
"GALAXY",1.23765e+18,203.2473993,1.159968962,26.40875,22.1664,20.62362,19.65252,19.31895,1404,301,6,29,4.55429e+18,0.5744119,4045,55622,96
"GALAXY",1.23767e+18,136.1858278,18.81124048,16.54964,14.70789,13.91602,13.54905,13.24277,5112,301,3,178,2.57273e+18,0.0138145,2285,53700,195
"GALAXY",1.23766e+18,189.5144159,60.07860937,21.91681,21.02139,19.19199,18.46457,18.04537,2243,301,4,352,7.84554e+18,0.4254395,6968,56443,994
"GALAXY",1.23766e+18,128.9334362,36.8489989,23.44649,21.25695,19.52872,18.79465,18.39927,2830,301,5,142,4.23681e+18,0.4106124,3763,55508,168
"GALAXY",1.23766e+18,175.8545277,11.7231455,19.17609,18.0769,17.60731,17.29524,17.11034,3836,301,2,181,1.8105e+18,0.07048523,1608,53138,178
"GALAXY",1.23767e+18,204.0774251,28.20304149,19.87567,18.58549,17.7282,17.31316,17.09102,4649,301,3,138,2.22705e+18,0.1673435,1978,53473,75
"GALAXY",1.23767e+18,222.0151698,13.54436335,21.8665,19.45613,18.06126,17.4761,17.05269,5322,301,2,83,6.16228e+18,0.2278,5473,56033,842
"GALAXY",1.23765e+18,140.5123466,-0.553698203,22.37078,20.01352,18.24221,17.63048,17.20409,756,301,2,165,5.33739e+17,0.3261537,474,52000,227
"GALAXY",1.23767e+18,235.9175361,12.55071975,21.44959,20.58478,20.61666,20.56586,20.51423,5317,301,3,83,5.50568e+18,0.0352778,4890,55741,124
"GALAXY",1.23766e+18,122.4685914,3.700883743,23.60373,21.20626,19.39697,18.74594,18.4013,3478,301,1,39,5.36277e+18,0.3415426,4763,55869,403
"GALAXY",1.23766e+18,215.5840697,-1.375671378,24.50992,22.84604,21.28497,20.17959,19.62752,2334,301,5,132,4.53984e+18,0.5681005,4032,55333,765
"GALAXY",1.23767e+18,197.7744798,29.02678151,22.48468,21.27133,19.64662,18.75106,18.41707,4649,301,3,100,7.30271e+18,0.4956867,6486,56328,439
"GALAXY",1.23767e+18,136.4337494,19.62470967,23.97125,23.2859,22.53403,21.31063,20.60052,5061,301,1,149,1.07593e+19,0.5221318,9556,57805,871
"GALAXY",1.23766e+18,239.6693846,28.20783097,23.63382,23.09562,20.95072,19.80628,19.45013,3927,301,4,81,5.31994e+18,0.6468313,4725,55711,238
"GALAXY",1.23767e+18,18.77265735,18.03428448,26.03128,22.54867,20.61893,19.35699,18.83104,4800,301,2,42,5.78618e+18,0.5835494,5139,55866,673
"GALAXY",1.23766e+18,253.7947412,34.18481411,21.56527,19.67435,18.14236,17.57614,17.22858,2328,301,3,100,5.61494e+18,0.2541826,4987,55746,280
"GALAXY",1.23768e+18,325.9793274,8.095223305,22.33172,19.68837,18.25796,17.69641,17.31353,7772,301,4,85,4.60736e+18,0.2134205,4092,55477,640
"GALAXY",1.23766e+18,219.5193701,48.38762753,18.82783,17.41065,16.65723,16.25004,16.01632,3918,301,6,154,1.17889e+18,0.1191216,1047,52733,259
"GALAXY",1.23767e+18,142.0780703,14.60711039,23.95531,21.91408,21.96045,20.39437,20.65992,5935,301,3,171,1.07873e+19,0,9581,57783,172
"GALAXY",1.23767e+18,191.6718295,30.75368036,22.8608,21.56395,19.63904,19.03035,18.59572,4649,301,6,64,7.29713e+18,0.3603821,6481,56363,636
"GALAXY",1.23767e+18,141.5652054,14.91450455,19.63395,18.02007,17.63887,17.39885,17.29992,5935,301,4,169,2.90378e+18,0.02819206,2579,54068,307
"GALAXY",1.23766e+18,220.535348,33.76200672,19.29338,18.17392,17.7481,17.5001,17.3711,4002,301,2,85,1.85331e+18,0.08603808,1646,53498,277
"GALAXY",1.23767e+18,164.7238927,23.32800165,24.08453,22.606,20.94501,19.88103,19.33,5137,301,3,338,7.2261e+18,0.5516587,6418,56354,257
"GALAXY",1.23766e+18,221.2072119,40.58326605,19.82209,18.18586,17.24167,16.77061,16.45603,3699,301,2,199,1.57294e+18,0.1511513,1397,53119,226
"GALAXY",1.23768e+18,36.7926267,-2.682876658,23.89641,20.30455,18.75463,18.15102,17.77863,7778,301,2,562,4.89104e+18,0.2572949,4344,55557,469
"GALAXY",1.23768e+18,334.2118346,25.99352947,25.49366,24.92894,22.35645,20.81813,19.82973,8116,301,3,76,8.61207e+18,0.7416102,7649,57574,217
"GALAXY",1.24e+18,163.7697283,34.55997361,26.33369,22.33985,20.43729,19.5007,19.11242,4504,301,1,56,5.21414e+18,0.6122897,4631,55617,347
"GALAXY",1.23768e+18,11.93677051,-6.623671303,23.42882,22.54295,21.27678,19.92647,19.38667,8067,301,5,48,8.05493e+18,0.5537246,7154,56955,887
"GALAXY",1.23766e+18,166.4925594,35.10287943,23.85384,24.79072,21.05598,19.6729,19.13406,4504,301,1,71,5.20972e+18,0.6839139,4627,55626,648
"GALAXY",1.23765e+18,180.0214825,-1.683735222,22.28657,21.33486,19.71996,18.93744,18.42425,1140,301,5,181,4.25164e+18,0.4471559,3776,55209,891
"GALAXY",1.23767e+18,318.7526365,3.952595203,23.99938,20.42025,18.79457,18.17972,17.8699,5655,301,1,81,4.59045e+18,0.2893307,4077,55361,567
"GALAXY",1.23766e+18,134.5513748,38.35619729,22.58022,19.90225,18.34984,17.77444,17.45204,2830,301,1,172,5.18834e+18,0.2707996,4608,55973,687
"GALAXY",1.23766e+18,237.1658224,34.4380112,23.06725,22.02905,20.93835,20.00649,19.60203,3926,301,5,72,5.59581e+18,0.6240379,4970,56039,335
"GALAXY",1.23765e+18,184.0773164,-1.069231758,18.79201,17.71587,17.31064,17.09239,16.98464,752,301,1,271,3.23147e+17,0.03146952,287,52023,50
"GALAXY",1.23766e+18,237.0340385,26.76776614,22.45396,21.26605,20.53835,19.72567,19.54416,4002,301,2,191,4.44298e+18,0.6007121,3946,55659,648
"GALAXY",1.23767e+18,150.0832476,17.50924197,22.51915,22.11731,20.26366,19.18013,18.71428,5194,301,1,243,5.99676e+18,0.5814217,5326,56002,807
"GALAXY",1.23768e+18,337.4088878,17.55350755,24.56967,23.40718,22.51822,21.34521,19.85634,8101,301,3,83,8.53098e+18,0.8561339,7577,56944,121
"GALAXY",1.23768e+18,37.2545167,-4.149016965,21.34014,18.81461,17.58311,17.06776,16.72149,7881,301,4,270,4.93959e+18,0.2005161,4387,55534,978
"GALAXY",1.23767e+18,236.9149335,22.27602667,20.85701,19.04449,18.00788,17.53737,17.149,4570,301,1,194,2.44209e+18,0.124037,2169,53556,55
"GALAXY",1.23767e+18,172.7032433,35.41335178,25.36232,23.43482,21.33443,20.18999,19.7502,4576,301,6,381,5.19614e+18,0.5838982,4615,55618,397
"GALAXY",1.23766e+18,146.7820939,5.526361735,19.80664,18.5743,17.76825,17.40176,17.17972,2986,301,3,188,1.11923e+18,0.1418022,994,52725,314
"GALAXY",1.23766e+18,175.2533119,6.176752822,25.7703,22.3234,20.86198,19.62354,19.15928,3841,301,1,70,5.4585e+18,0.5642111,4848,55955,516
"GALAXY",1.23767e+18,188.7371373,33.70539859,22.70459,20.53365,18.75193,18.14698,17.79545,4576,301,1,469,2.2687e+18,0.3533328,2015,53819,29
"GALAXY",1.23766e+18,321.4760201,0.882079318,21.751,19.77499,18.5736,18.08599,17.75136,4187,301,6,92,4.72112e+18,0.1310902,4193,55476,798
"GALAXY",1.24e+18,351.4638798,19.45121864,21.57887,19.88364,18.32932,17.72695,17.39959,8096,301,3,174,6.89509e+18,0.2553329,6124,56211,302
"GALAXY",1.23766e+18,114.5010418,26.78936514,26.09807,22.3864,20.57179,19.47824,19.04818,2822,301,2,36,5.02e+18,0.6005452,4462,55600,543
"GALAXY",1.23766e+18,243.9818554,38.87342518,20.31645,18.29155,17.21832,16.78054,16.42311,3705,301,3,274,1.50424e+18,0.1362603,1336,52759,130
"GALAXY",1.23766e+18,151.9811441,36.49988073,23.11641,21.35163,20.06172,19.25606,18.77818,3647,301,1,93,5.14325e+18,0.4537926,4568,55600,509
"GALAXY",1.23766e+18,148.9545266,31.09847445,22.5837,23.52904,22.37386,21.61686,21.06483,4516,301,1,151,1.18e+19,0.8066107,10447,58143,786
"GALAXY",1.23766e+18,179.1940877,49.23683344,23.43083,21.58255,20.5999,19.75234,19.4249,2964,301,2,296,7.51785e+18,0.2844534,6677,56385,771
"GALAXY",1.23768e+18,320.3980818,2.359432035,20.92502,19.03061,17.64568,17.12216,16.78013,7717,301,5,65,5.78959e+18,0.2067944,5142,55825,782
"GALAXY",1.23765e+18,10.76121363,-9.296935007,20.0649,18.71651,17.80017,17.27696,16.90174,1740,301,5,93,7.38707e+17,0.2090374,656,52148,425
"GALAXY",1.23768e+18,18.367981,35.41515172,20.49767,18.69521,17.40883,16.82474,16.42576,7761,301,6,115,7.42891e+18,0.2030475,6598,56574,826
"GALAXY",1.23766e+18,164.8627746,38.96239784,22.94902,22.91423,21.59099,20.49094,19.82784,4469,301,5,345,9.93051e+18,0.844646,8820,57449,263
"GALAXY",1.23766e+18,197.8526314,37.69805429,22.78379,21.1362,19.54479,18.45291,18.01577,4470,301,6,84,4.47885e+18,0.5678731,3978,55330,87
"GALAXY",1.23768e+18,326.1419892,27.50648438,24.04007,23.33623,21.84412,20.72472,20.02476,8156,301,1,36,8.60314e+18,0.652001,7641,57307,507
"GALAXY",1.23766e+18,253.3557854,40.66149163,26.18912,24.1175,22.19204,20.94269,19.94105,2335,301,6,37,9.60414e+18,0.6148045,8530,58016,781
"GALAXY",1.23768e+18,341.58447,15.59628495,22.70221,21.81503,20.2388,19.21114,18.68949,7713,301,2,112,5.67366e+18,0.601486,5039,56220,895
"GALAXY",1.23767e+18,230.6970529,25.2315768,25.5267,22.53293,20.71178,19.70932,19.20223,4576,301,2,718,4.45863e+18,0.4948308,3960,55663,233
"GALAXY",1.23766e+18,178.4673373,49.31057335,23.42973,22.03643,20.3343,19.4216,18.93887,2964,301,2,293,7.51781e+18,0.5240791,6677,56385,651
"GALAXY",1.23766e+18,133.3109641,32.1293436,20.59155,18.62993,17.54036,16.99957,16.5724,3606,301,4,66,1.43006e+18,0.1182673,1270,52991,618
"GALAXY",1.23766e+18,142.5133167,42.58725802,22.13537,22.81675,20.59769,19.46749,18.58756,2830,301,1,221,5.22204e+18,0.6939935,4638,55956,431
"GALAXY",1.23766e+18,338.6477163,0.011158479,23.32521,23.0768,22.59962,21.47411,21.47865,4192,301,4,213,1.04e+19,0.8315863,9197,57680,387
"GALAXY",1.23766e+18,127.0240599,34.8579867,23.26167,20.82478,19.62722,19.17925,18.76321,2830,301,4,126,1.31179e+19,0.1600243,11651,58511,319
"GALAXY",1.23767e+18,154.3356956,24.02165172,24.26927,22.71618,22.02618,21.01123,20.07414,5112,301,3,296,1.08302e+19,0.7983874,9619,57866,471
"GALAXY",1.23767e+18,214.5749351,26.40314665,18.93748,17.93721,17.56733,17.25379,17.20064,4649,301,3,201,2.39481e+18,0.07078084,2127,53859,75
"GALAXY",1.23766e+18,240.9792625,38.43840248,19.62115,18.74732,18.28917,17.89026,17.75515,3180,301,3,221,1.18796e+18,0.09673216,1055,52761,491
"GALAXY",1.23768e+18,329.4719113,-1.453504665,24.59594,22.04231,20.29031,19.19292,18.51263,8038,301,5,15,4.92711e+18,0.525086,4376,55863,630
"GALAXY",1.23766e+18,178.3982581,48.84390858,25.0405,22.45462,20.50446,19.53153,19.04155,2964,301,1,293,7.51773e+18,0.4936128,6677,56385,359
"GALAXY",1.23766e+18,115.8539583,50.37987105,20.33484,19.92444,19.56885,19.2844,19.14758,4294,301,6,71,9.35419e+18,0,8308,57417,774
"GALAXY",1.23766e+18,347.2468367,0.7992285,24.61747,22.59045,21.76981,21.42927,20.77028,4188,301,5,25,1.03639e+19,1.604809,9205,57711,12
"GALAXY",1.23766e+18,240.2043889,33.21216657,22.54773,19.75633,18.23114,17.61743,17.29272,3926,301,6,90,5.59018e+18,0.2816211,4965,55721,328
"GALAXY",1.23767e+18,54.63267113,0.830144046,21.74632,20.51685,19.21725,18.66275,18.31693,4849,301,5,819,9.12151e+17,0.3042104,810,52672,626
"GALAXY",1.23768e+18,340.2609952,11.65794393,21.00697,21.19215,19.44217,18.64882,18.29027,7773,301,4,181,5.68469e+18,0.5162163,5049,56103,79
"GALAXY",1.23767e+18,51.30501885,0.764283654,23.82853,23.07684,21.16564,19.98849,19.40393,4849,301,5,797,1.76327e+18,0.6498192,1566,53003,416
"GALAXY",1.24e+18,151.6344537,59.22241984,22.15118,20.30561,18.58426,17.92456,17.4821,2074,301,6,196,8.66946e+17,0.3673029,770,52282,10
"GALAXY",1.23766e+18,146.5505824,4.734714576,19.3078,18.03686,17.35918,16.96924,16.71451,2986,301,1,186,6.41918e+17,0.08806066,570,52266,563
"GALAXY",1.23765e+18,181.9733348,-2.179701399,19.87466,18.72125,17.7982,17.33311,16.96291,1140,301,4,194,3.73917e+17,0.2023421,332,52367,431
"GALAXY",1.23766e+18,243.9218628,40.38008641,26.47051,23.1279,21.26903,20.15335,19.38643,3225,301,1,223,1.20811e+19,0.7631329,10730,58244,585
"GALAXY",1.23766e+18,130.797403,57.18280179,20.66474,19.34982,17.95494,17.27283,16.79146,4208,301,2,181,5.802e+18,0.2380506,5153,56577,854
"GALAXY",1.23767e+18,237.952473,18.86692393,17.9678,16.89255,16.43049,16.20083,15.97569,4649,301,3,353,2.44552e+18,0.01269396,2172,54230,221
"GALAXY",1.23767e+18,225.6485426,14.24962451,17.711,16.28405,15.58567,15.17232,14.91034,5322,301,5,106,3.0975e+18,0.07489147,2751,54243,540
"GALAXY",1.23766e+18,130.8240912,31.53945515,25.10366,22.00789,20.25388,19.35513,18.82525,3560,301,6,161,5.83796e+18,0.5052878,5185,55978,605
"GALAXY",1.23767e+18,147.922122,20.37444056,18.40236,17.38729,17.15588,17.27455,17.26795,5138,301,3,53,2.65954e+18,0.008993487,2362,53759,592
"GALAXY",1.23767e+18,234.3850704,14.64900845,18.19289,16.99608,16.44816,16.05157,15.87103,5330,301,2,37,3.11666e+18,0.08975561,2768,54265,610
"GALAXY",1.23766e+18,207.3818237,40.27896109,19.97125,18.31178,17.26679,16.83052,16.49352,3919,301,4,40,1.55038e+18,0.1557321,1377,53050,69
"GALAXY",1.23766e+18,225.8385829,52.93354924,23.6004,21.86592,21.44002,21.391,20.52649,3225,301,4,106,9.45328e+18,0.3398117,8396,57837,816
"GALAXY",1.23767e+18,192.5325761,35.88943752,20.55517,18.49413,17.51531,17.09168,16.69834,4552,301,6,141,2.27659e+18,0.1178632,2022,53827,80
"GALAXY",1.23766e+18,41.92183075,-0.449137725,23.91611,21.10985,19.39691,18.83815,18.35299,2700,301,2,146,7.96052e+17,0.358215,707,52177,149
"GALAXY",1.23766e+18,254.739429,31.66135164,18.53769,16.76773,15.83042,15.28039,14.85233,3225,301,4,305,1.32408e+18,0.0699736,1176,52791,69
"GALAXY",1.23765e+18,133.5626092,49.05439879,22.89746,22.50078,20.60701,19.39334,18.90775,2074,301,2,100,5.81103e+18,0.6157404,5161,55968,947
"GALAXY",1.23768e+18,321.8588296,2.371541109,23.4285,22.1514,20.48584,19.51228,19.20697,7717,301,5,75,5.7907e+18,0.5919978,5143,55828,701
"GALAXY",1.23767e+18,118.6096264,10.17018074,20.98945,19.11927,17.62197,17.06749,16.72744,5137,301,3,32,5.07901e+18,0.2572336,4511,55602,276
"GALAXY",1.23768e+18,356.0750247,10.82552123,28.09553,22.96338,21.25453,20.17924,19.4451,7784,301,6,171,1.30099e+19,0.81833,11555,58452,315
"GALAXY",1.23767e+18,215.1456065,14.35029182,19.13945,17.7372,16.9974,16.60441,16.36058,5322,301,1,39,3.09176e+18,0.1302434,2746,54232,140
"GALAXY",1.23765e+18,163.6673285,-2.041577703,22.01326,21.6268,20.73926,19.98555,20.42236,1140,301,4,72,4.24695e+18,0.5765985,3772,55277,191
"GALAXY",1.23766e+18,322.4921037,0.943072684,23.60888,22.59297,21.0528,20.08894,19.52938,4187,301,6,99,4.72116e+18,0.5015158,4193,55476,947
"GALAXY",1.23768e+18,355.1786008,1.220580818,22.82014,21.88338,20.83717,20.65679,20.16571,7717,301,1,297,1.03e+19,0.3567697,9177,58044,280
"GALAXY",1.23767e+18,170.336326,26.56513505,26.46184,21.60487,20.03047,19.07165,18.76997,5112,301,3,394,7.21482e+18,0.5351086,6408,56329,178
"GALAXY",1.23766e+18,42.70092286,-0.546629105,24.51299,23.85205,22.89016,24.0817,21.50712,2700,301,2,151,1.05521e+19,0.9498131,9372,58074,560
"GALAXY",1.23766e+18,208.5001201,36.75376644,19.50336,17.60485,16.63344,16.19059,15.83346,3900,301,2,499,2.2891e+18,0.09414828,2033,53476,543
"GALAXY",1.23768e+18,3.79522247,9.488988608,26.04347,25.37781,21.98238,20.78887,19.86246,7880,301,2,68,1.3e+19,0.568331,11565,58507,409
"GALAXY",1.23766e+18,224.2937614,54.58801255,23.61438,21.54398,20.01449,19.06575,18.61927,3225,301,6,94,7.55721e+18,0.5605074,6712,56421,625
"GALAXY",1.23766e+18,226.6913318,53.75236778,23.7108,21.9861,20.48116,19.36103,18.90707,3225,301,6,105,7.5583e+18,0.6133544,6713,56402,481
"GALAXY",1.23767e+18,163.3105345,17.84118277,18.31921,17.30509,16.9917,16.80985,16.77448,5313,301,2,29,2.79451e+18,0.003869077,2482,54175,82
"GALAXY",1.23766e+18,233.8090789,36.82627793,23.25455,21.41684,19.53657,18.79911,18.37829,3926,301,6,48,5.60039e+18,0.3307304,4974,56038,594
"GALAXY",1.23766e+18,198.1356991,46.93603886,18.82739,17.04227,16.26982,15.89876,15.57166,3699,301,4,81,1.64284e+18,0.02724535,1459,53117,565
"GALAXY",1.23767e+18,16.57434814,-0.595548927,24.18215,21.7645,20.297,19.39517,18.84795,4858,301,2,465,4.20529e+18,0.484321,3735,55209,182
"GALAXY",1.23768e+18,356.141036,3.058938089,25.05044,21.92737,20.30809,19.72269,19.30031,7717,301,5,304,1.27014e+19,0.3435017,11281,58424,308
"GALAXY",1.23768e+18,317.1210033,6.12480221,23.90661,22.67414,20.95799,19.94298,19.50757,7772,301,2,25,4.59157e+18,0.5812065,4078,55358,551
"GALAXY",1.23766e+18,40.78011681,-0.514212259,21.9171,20.3817,19.16753,18.69286,18.40106,2700,301,2,138,9.08685e+17,0.2347903,807,52295,303
"GALAXY",1.23766e+18,24.41674259,-1.176946088,21.45946,21.28842,20.69252,20.36087,19.87392,4263,301,1,279,9.89898e+18,0.4680991,8792,57364,248
"GALAXY",1.23766e+18,41.30371007,-0.599609159,18.89941,17.06734,16.28088,15.89539,15.6107,2700,301,2,141,4.6058e+17,0.04340314,409,51871,317
"GALAXY",1.23765e+18,346.7101618,-9.104515349,24.24161,19.34306,17.96572,17.44126,17.07146,1854,301,4,75,8.17498e+17,0.2157046,726,52226,344
"GALAXY",1.23767e+18,234.256134,17.84375046,22.16747,20.64869,18.8519,18.18472,17.75638,4670,301,1,244,2.43991e+18,0.3862548,2167,53889,297
"GALAXY",1.23768e+18,354.3507551,27.12311493,22.88484,22.09426,20.87621,19.85053,19.51875,8103,301,4,62,7.3365e+18,0.6473387,6516,56571,503
"GALAXY",1.23767e+18,247.2646799,15.96555681,23.38206,20.68737,18.92439,18.36339,17.94559,4671,301,2,131,4.56688e+18,0.3219382,4056,55357,846
"GALAXY",1.23767e+18,9.766683304,6.571982437,23.43493,22.95343,21.79692,20.76361,19.9615,5641,301,1,61,9.85179e+18,0.5688127,8750,58401,589
"GALAXY",1.23768e+18,24.90619937,-5.925664309,25.42411,21.73309,20.08869,19.28215,18.98638,7881,301,1,187,7.93652e+18,0.5099683,7049,56570,201
"GALAXY",1.23766e+18,150.3178569,57.14457563,22.64339,20.51734,18.77831,18.18269,17.7822,2304,301,2,77,7.97709e+18,0.321933,7085,56625,306
"GALAXY",1.23768e+18,2.880510216,19.79142972,22.1736,21.59234,20.55291,19.72571,19.87849,8096,301,3,246,6.95148e+18,0.592246,6174,56243,649
"GALAXY",1.23765e+18,239.163516,2.281077992,25.1245,20.72275,18.79131,18.05292,17.69767,1458,301,5,763,6.69966e+17,0.4220021,595,52023,202
"GALAXY",1.23767e+18,165.9836979,28.77405599,23.11214,22.54761,21.89598,21.36925,20.86721,5061,301,4,338,1.17972e+19,0.8358613,10478,58171,8
"GALAXY",1.23768e+18,30.48275612,-2.36446963,25.02313,22.20548,20.5568,19.75428,19.22743,7778,301,3,520,4.89446e+18,0.4814719,4347,55830,613
"GALAXY",1.23766e+18,343.9859683,-0.395504231,22.79601,23.32781,22.41917,21.64272,22.47878,4192,301,3,249,1.03753e+19,0.8801352,9215,57682,601
"GALAXY",1.23767e+18,226.4156683,56.65925458,23.01563,22.23559,20.52604,19.67045,19.26548,6122,301,3,16,7.65067e+18,0.4951095,6795,56425,644
"GALAXY",1.23767e+18,324.1861103,4.540490006,26.15695,23.48635,21.59081,20.10327,19.4623,5655,301,1,118,4.60167e+18,0.7439704,4087,55449,441
"GALAXY",1.23767e+18,140.9712121,14.25057588,20.62561,18.74711,17.66041,17.21531,16.87368,5935,301,3,164,2.74723e+18,0.1389526,2440,53818,133
"GALAXY",1.23766e+18,195.2874355,46.25285958,25.41456,22.3628,20.60276,19.65046,19.22664,3699,301,2,69,7.45143e+18,0.5027823,6618,56401,811
"GALAXY",1.23766e+18,254.5498918,20.29906839,25.40071,20.7212,19.02987,18.34265,17.94644,3926,301,3,211,4.70073e+18,0.2876039,4175,55680,360
"GALAXY",1.23767e+18,234.9685581,12.84026709,19.43889,18.07854,17.29801,16.85122,16.54838,5317,301,3,77,2.83396e+18,0.07349299,2517,54567,248
"GALAXY",1.23766e+18,238.8749594,28.98063589,20.20019,18.47598,17.60224,17.19751,16.90875,3919,301,5,227,1.56623e+18,0.07950038,1391,52817,378
"GALAXY",1.23766e+18,177.071644,54.59460802,20.00752,18.20438,17.35734,16.95332,16.64993,2821,301,3,172,1.14397e+18,0.05896002,1016,52759,194
"GALAXY",1.23766e+18,241.7736448,38.35906316,18.81329,16.7663,15.84568,15.42484,15.10818,3180,301,4,224,1.18798e+18,0.08105605,1055,52761,553
"GALAXY",1.23766e+18,228.0768793,47.59920035,23.62751,24.52112,21.95362,20.83546,19.90044,3187,301,1,24,9.49256e+18,0.7480046,8431,57482,363
"GALAXY",1.23766e+18,254.1194549,43.71624216,23.53434,22.47659,20.90403,19.80124,19.13162,4011,301,3,160,6.78697e+18,0.5849441,6028,56102,172
"GALAXY",1.23768e+18,2.144979532,28.07434064,27.35547,22.56981,20.84251,19.82157,19.47106,8103,301,5,109,8.03336e+18,0.5212524,7135,56564,235
"GALAXY",1.23766e+18,172.8614218,35.83193618,25.98366,21.06717,19.18071,18.4292,18.07942,4504,301,1,106,2.37917e+18,0.4071677,2113,53468,537
"GALAXY",1.23766e+18,130.9430279,35.24263422,26.13462,22.36624,20.91885,19.81775,19.21768,2961,301,4,121,5.00038e+18,0.5940947,4441,55532,948
"GALAXY",1.23767e+18,196.808012,34.41318786,22.70123,22.31874,20.94676,20.08973,19.59409,4552,301,3,165,1.15416e+19,0.5495939,10251,58173,10
"GALAXY",1.23766e+18,218.5586422,50.74405167,20.5476,18.30312,17.13343,16.61187,16.18021,3180,301,5,87,1.17783e+18,0.128585,1046,52460,507
"GALAXY",1.23765e+18,140.09766,54.94214997,17.04587,15.15058,14.27158,13.86026,13.53193,2074,301,6,146,6.2497e+17,0.04562325,555,52266,347
"GALAXY",1.23768e+18,345.6623652,12.89870665,23.20096,23.24848,21.35297,20.33691,19.66071,7773,301,6,217,5.6813e+18,0.325088,5046,56243,31
"GALAXY",1.23766e+18,249.6400763,24.66948438,19.56557,18.51413,17.7904,17.37723,17.14402,3926,301,3,169,1.60223e+18,0.1936501,1423,53167,281
"GALAXY",1.23767e+18,172.8701992,35.64017328,22.3164,19.23461,17.86722,17.3507,17.01238,4552,301,6,35,5.19614e+18,0.2257837,4615,55618,394
"GALAXY",1.23768e+18,10.3626091,1.54373415,25.04233,22.49654,22.23744,21.50385,22.50053,7712,301,1,398,1.05983e+19,-0.00219374,9413,58080,690
"GALAXY",1.23767e+18,201.5268629,33.47702972,23.58846,23.12899,20.93998,19.89783,19.47428,4576,301,3,540,4.48342e+18,0.5582699,3982,55332,327
"GALAXY",1.23766e+18,195.278034,46.37573676,23.23559,21.48174,19.90078,19.40698,19.09776,3699,301,2,69,8.34636e+18,0.3062292,7413,56769,234
"GALAXY",1.23766e+18,226.8212944,30.37971626,25.83724,22.32898,20.69647,19.36629,18.79391,4010,301,5,89,4.36405e+18,0.713248,3876,55245,213
"GALAXY",1.23766e+18,126.8486047,31.97701364,25.16475,23.22879,21.82134,20.56099,19.85248,2964,301,3,14,1.20057e+19,0.6557228,10663,58162,745
"GALAXY",1.23767e+18,351.8990535,13.66081039,23.50107,22.04664,20.72072,19.94381,19.52013,6354,301,3,246,6.92228e+18,0.512885,6148,56209,909
"GALAXY",1.23767e+18,183.7752425,18.88618665,18.06469,16.0944,15.13402,14.68241,14.32363,5314,301,1,48,2.93867e+18,0.07604948,2610,54476,246
"GALAXY",1.23765e+18,126.0142505,45.31622991,23.90019,21.77875,20.04767,19.28366,18.87337,2076,301,4,152,7.18452e+18,0.3554853,6381,56353,547
"GALAXY",1.23766e+18,115.1676218,19.66762608,23.56433,22.77266,22.54326,21.86298,21.26768,3560,301,5,38,1.00825e+19,0.2962187,8955,57451,408
"GALAXY",1.23766e+18,132.971059,32.29414741,23.98903,23.42612,23.03589,21.88591,22.64129,3560,301,5,174,1.17445e+19,0.9713334,10431,58137,905
"GALAXY",1.23766e+18,229.2830273,33.52074333,20.41988,18.59942,17.66353,17.25764,16.90723,3927,301,4,12,1.56063e+18,0.1115472,1386,53116,484
"GALAXY",1.23767e+18,170.52231,33.35057145,17.37757,16.05392,15.39478,15.01547,14.74873,4576,301,2,368,2.36445e+18,0.04294418,2100,53713,228
"GALAXY",1.23767e+18,123.3214573,18.10261673,19.77778,17.9867,17.31534,16.97582,16.85124,5045,301,6,84,2.34419e+18,0.06637869,2082,53358,249
"GALAXY",1.23766e+18,200.726602,62.30653108,23.40927,22.68895,21.02753,20.04361,19.4228,2304,301,5,246,7.67547e+18,0.6228047,6817,56455,760
"GALAXY",1.23767e+18,140.6849716,14.38036137,18.3582,17.22524,16.80554,16.45135,16.30601,5935,301,3,162,2.74495e+18,0.07896397,2438,54056,23
"GALAXY",1.23768e+18,6.609305399,4.089863436,24.31472,22.77713,21.51537,21.05115,22.32854,7718,301,1,33,1.06333e+19,0.6413501,9444,58073,974
"GALAXY",1.23767e+18,184.7879427,18.78833553,20.35326,18.60441,17.74458,17.3729,17.10947,5314,301,1,54,2.9398e+18,0.140599,2611,54477,282
"GALAXY",1.23766e+18,182.7741091,51.0725093,23.79936,22.59436,20.90678,19.78785,19.49166,2964,301,6,312,7.52332e+18,0.580504,6682,56390,192
"GALAXY",1.23766e+18,121.7342339,57.00735332,23.49436,22.25847,21.01844,20.89557,20.24009,4264,301,6,146,8.1967e+18,0.3285115,7280,56709,536
